,open,high,low,close,volume,symbol,date,ema20,ema50,ema200,ema20_ema50,ema50_ema200,ema20_price,ema50_price,ema200_price,rsi,atr,atr_pct,vol_by_avg_vol,price_change_pct,high_low_pct,close_position_in_range,gap_pct,fib_pivot_distance_pct,fib_r1_distance_pct,fib_r2_distance_pct,fib_s1_distance_pct,fib_s2_distance_pct,macd_ls_signal,body,range,upper_shadow,lower_shadow,is_bullish,is_bearish,body_to_range,upper_shadow_to_range,lower_shadow_to_range,is_doji,is_hammer,is_shooting_star,range_pct,close_below_1/2,strong_rejection,bb_position,nearest_support,support_strength,support_distance_pct,nearest_resistance,resistance_strength,resistance_distance_pct,target_hit,max_return,min_return,risk_reward_ratio
21353,953.0,956.95,934.1,940.55,1.68316,NSE:FACT-EQ,2025-07-31,953.3936959085154,937.9769351261947,883.4084961949335,1.016436183241805,1.061770335203138,1.013655516355872,0.997264297619685,0.9392467133006577,54.73463153875524,32.65000000000002,0.034713731327414836,0.15049537061054202,-2.3312564901349995,2.429429589070227,0.28227571115973416,-1.0384215991692627,-1.4965858154245817,-4.432899102763569,-6.161054787457366,1.6258844925739657,3.6558539686234184,0,12.450000000000045,22.850000000000023,3.9500000000000455,6.449999999999932,0,1,0.544857767814068,0.17286652071209524,0.2822757110361999,0,0,0,0.024294295890702273,False,0,0.43615912128984774,920.2,11,2.1636276646642827,985.0,12,4.725958215937489,,,,
21477,261.0,264.45,256.6,260.85,1.77432,NSE:FCL-EQ,2025-07-31,270.5226846976317,266.8965468349512,277.3762448446366,1.0135863049023368,0.9622184732670412,1.0370814057796882,1.023180168046583,1.0633553568895402,40.89253187613843,8.071428571428571,0.030942796900243704,0.281616781764834,-2.0465640255351065,3.0093923710944854,0.5414012738853526,-1.9902365752910294,-2.064952130655132,-4.91510707029171,-6.594496577100969,0.9613486593834761,2.926286864656582,0,0.14999999999997726,7.849999999999966,3.4499999999999886,4.25,0,1,0.019108280230432498,0.43949044530001263,0.5414012731956696,1,0,0,0.030093923710944853,False,0,0.007340956493510992,254.8,13,2.319340617212962,269.8,12,3.4310906651332136,,,,
21601,203.0,204.73,201.14,202.43,86.17317,NSE:FEDERALBNK-EQ,2025-07-31,209.2406066585284,207.52070910599016,196.85802767641874,1.0082878357535865,1.054164321137556,1.033644255587257,1.0251479973620024,0.9724745723283048,38.21989528795814,3.557857142857149,0.01757574046760435,0.9734705317857953,-1.0992769200703536,1.7734525514992856,0.3593314763231251,-0.8207934336525341,-1.9744254441327391,-4.094443497778881,-5.358970934455697,0.24143844293579297,1.6611739489328818,0,0.5699999999999932,3.5900000000000034,1.7299999999999898,1.2900000000000205,0,1,0.15877437281678242,0.4818941490755005,0.35933147532220183,0,0,0,0.017734525514992855,False,0,0.0,202.34,20,0.04445981326878595,205.5,26,1.5165736303907489,,,,
21725,125.0,137.4,125.0,135.51,23.95897,NSE:FEDFINA-EQ,2025-07-31,123.86035228120654,115.34662876735554,101.36839603736787,1.0738099032874422,1.1378953724870502,0.9140310846521036,0.8512038134997827,0.748051037099608,79.55848623853211,5.6864285714285705,0.04196316560717712,2.601400851606698,4.022414984263438,9.150616190687039,0.8475806451612892,-4.045444077684817,4.5284610123470745,-0.006134472256085114,-2.616129421254796,9.493869684599584,12.804380782393403,1,10.509999999999991,12.400000000000006,1.8900000000000148,0.0,1,0,0.8475806444777564,0.15241935471579196,0.0,0,0,0,0.09150616190687039,False,1,1.0,122.58,7,9.54173123754704,142.28549999999998,1,4.9999999999999964,,,,
21849,890.25,897.7,882.0,883.45,2.36999,NSE:FINCABLES-EQ,2025-07-31,924.4878503564959,935.9106001980417,947.5461349413772,0.9877950417068374,0.9877203501610449,1.0464518086552672,1.059381515873045,1.072552079847617,23.8884968242767,20.246428571428574,0.022917458341081637,0.6971294500137248,-1.296016982291482,1.7771237761050478,0.0923566878980918,-0.5362828892240606,-1.764302525991945,-3.4377733898571496,-4.443449024896641,-0.0318045474769505,1.0694095748064332,0,6.7999999999999545,15.700000000000045,7.4500000000000455,1.4500000000000455,0,1,0.43312101883240284,0.47452229269138857,0.09235668783926589,0,0,0,0.01777123776105048,True,1,0.06885972680735615,881.2,26,0.25468334370932144,919.0,27,4.023996830607273,,,,
21973,258.0,269.0,252.55,268.0,3.52658,NSE:FINOPB-EQ,2025-07-31,275.55890720334634,272.2252453538817,268.36042674381474,1.0122459687569794,1.0144015966026034,1.0282048776244266,1.0157658408726928,1.0013448759097565,23.926940639269375,10.471428571428557,0.039072494669509544,0.3334958361674872,3.156274056966893,6.1380597014925335,0.939209726443769,-0.6928406466512745,0.6900524740447511,-3.113047671875231,-5.322310997602555,4.803916955148997,7.517808305643686,0,10.0,16.44999999999999,1.0,5.449999999999989,1,0,0.6079027351927647,0.06079027351927647,0.33130699068005603,0,0,0,0.061380597014925334,False,1,0.2460333771937875,259.01,4,3.354477611940302,272.2,10,1.5671641791044733,,,,
22097,207.0,214.51,203.5,206.26,10.64921,NSE:FINPIPE-EQ,2025-07-31,209.5687005794435,208.0369001109403,201.14258336827328,1.0073631190797705,1.0342757690948226,1.0160414068624237,1.008614855575198,0.9751894859317041,50.82065652522017,6.564999999999998,0.0318287598177058,0.5730346171947029,-3.0778628823833523,5.33792300979346,0.2506811989100811,-2.73013486208355,-2.159579278917466,-4.999946265201196,-6.673765400910073,0.8558682637658445,2.8135057581079517,0,0.7400000000000091,11.009999999999991,7.509999999999991,2.759999999999991,0,1,0.06721162573368696,0.6821071746756516,0.2506811986823961,1,0,0,0.053379230097934605,False,1,0.3664506641438964,203.48,18,1.3478134393483958,212.2,15,2.8798603704062824,,,,
22221,345.0,349.7,341.0,343.35,7.07723,NSE:FIRSTCRY-EQ,2025-07-31,363.1922083325405,366.52677041594546,399.9773639727097,0.9909022686675224,0.9163687834118368,1.0577900344620372,1.0675018797610176,1.164926063703829,16.01489757914328,9.775000000000006,0.02846949177224408,0.1397756717812854,-1.094627682557959,2.533857579729136,0.2701149425287386,-0.6193288203946355,-2.2481826636551494,-4.4105255421237555,-5.699260058928672,0.014253766761795572,1.4650847024873133,0,1.6499999999999773,8.699999999999989,4.699999999999989,2.3500000000000227,0,1,0.18965517219579628,0.5402298844365168,0.27011494221826166,0,0,0,0.02533857579729136,False,0,0.011959465681518329,339.05,14,1.2523663899810722,356.0,18,3.6842871705256957,,,,
22345,610.0,620.0,592.0,593.8,14.57114,NSE:FIVESTAR-EQ,2025-07-31,702.4635411347042,722.9659640206771,742.1552356732607,0.9716412336039286,0.9741438573357558,1.1829968695431192,1.2175243584046433,1.2498404103625138,8.634443923040848,29.94999999999999,0.05043785786460086,1.3530869186789667,-2.7434280566702154,4.715392388009431,0.06428571428571266,-0.09008271230856679,-9.124763425446496,-15.703739386663546,-19.312576122881868,-1.4319316497342212,4.007506009303116,0,16.200000000000045,28.0,10.0,1.7999999999999545,0,1,0.5785714283647976,0.3571428570153061,0.06428571426275348,0,0,0,0.04715392388009431,True,1,0.0,564.1099999999999,1,5.000000000000009,660.0,5,11.148534860222306,,,,
22469,108.0,112.0,107.0,107.33,0.30461,NSE:FOODSIN-BE,2025-07-31,110.13429290253896,106.71148995576685,103.13985715500574,1.0320752989972393,1.0346290260553048,1.026127763929367,0.9942373050942593,0.9609601896488004,42.028040430387996,4.663571428571428,0.04345077265043724,0.09553202660934347,-2.833604924859674,4.658529768005218,0.06599999999999966,-2.2270505160238945,-0.5700416260082318,-3.30746777816483,-4.924586911075161,2.3268969199282967,4.202534595021421,0,0.6700000000000017,5.0,4.0,0.3299999999999983,0,1,0.13399999973200033,0.7999999984,0.06599999986799966,0,0,1,0.04658529768005218,True,1,0.15355009039985215,105.8,5,1.4255101090095976,112.16,8,4.500139755893039,,,,
22593,832.5,859.95,830.15,857.45,20.4011,NSE:FORTIS-EQ,2025-07-31,817.2697892464821,779.2373958546543,700.1360615592454,1.0488071973883062,1.112979945811169,0.9531398789975882,0.9087846473318028,0.8165328142273548,82.61938202247192,20.48214285714285,0.023887273726914512,1.162774354497539,1.7503263320280051,3.475421307364869,0.9161073825503357,-1.2103951584193715,1.329073784472619,-0.015967283083590737,-0.8292354496342689,2.710796805953172,3.5834180840738314,1,24.950000000000045,29.800000000000068,2.5,2.3500000000000227,1,0,0.8372483218666947,0.08389261742151236,0.07885906037622237,0,0,0,0.03475421307364869,False,0,0.9096749957291255,781.0,9,8.915971776779992,900.3225000000001,1,5.000000000000006,,,,
22717,333.0,347.85,327.95,341.7,32.26442,NSE:FSL-EQ,2025-07-31,349.69918945139585,357.83944912871743,349.59640057857894,0.9772516426091594,1.0235787569222576,1.0234099779086798,1.0472328040056116,1.0231091617751797,39.817880794701985,10.314285714285717,0.030185208411722907,2.2485945909208476,2.2900763358778558,5.823822066139899,0.6909547738693456,-0.3143242029636316,1.5081149058789707,-0.8875547990011988,-2.3119039582404697,4.022465848950564,5.6390497823635695,1,8.699999999999989,19.900000000000034,6.150000000000034,5.050000000000011,1,0,0.43718592942854845,0.30904522597535533,0.25376884409358363,0,0,0,0.05823822066139899,False,1,0.2976531648721303,336.85,14,1.4193737196370986,344.5,16,0.8194322505121485,,,,
22841,165.0,167.02,161.99,162.96,2.19178,NSE:FUSION-EQ,2025-07-31,179.51711072742933,181.03932663775657,172.18379919021194,0.9915917942327909,1.0514306658883854,1.10160229950558,1.1109433397015007,1.0566016150602107,20.115606936416214,6.525714285714285,0.04004488393295462,0.21163089928928716,-1.849063422273079,3.0866470299459996,0.1928429423459242,-0.6203698126844552,-3.630607650729941,-7.18657776059178,-9.255238093258168,0.20869842986694062,2.7373596986101827,0,2.039999999999992,5.030000000000001,2.0200000000000102,0.9699999999999989,0,1,0.40556659959131725,0.4015904564580726,0.19284294196253862,0,0,0,0.030866470299459995,True,1,0.04013293490099037,156.48,9,3.9764359351988325,176.39,11,8.241286205203718,,,,
22965,1010.0,1048.0,992.4,1037.25,3.1832,NSE:GABRIEL-EQ,2025-07-31,978.2165263687043,852.6062436394574,633.9430543846439,1.1473250796206507,1.3449256013492656,0.9430865522956898,0.8219872197054301,0.611176721508454,41.88879082082964,53.442857142857136,0.051523602933581235,0.5106485756671398,-1.200171453064715,5.360327789828877,0.8066546762589929,-3.79578034957374,2.7943683188202852,-0.9154403914230941,-3.076466788594973,6.79277921228233,9.422275002941488,1,27.25,55.60000000000002,10.75,17.600000000000023,1,0,0.49010791358091566,0.19334532370623278,0.31654676253299546,0,0,0,0.05360327789828877,False,1,0.5870605159816067,951.55,2,8.262231863099547,1054.0,6,1.6148469510725474,,,,
23089,108.99,110.75,107.28,110.26,4.87458,NSE:GAEL-EQ,2025-07-31,110.16912796080324,112.03819169459234,113.12929065223138,0.9833176195945394,0.9903552921498185,0.9991758385706805,1.0161272600634168,1.0260229516799508,49.29116684841878,2.778571428571427,0.025200176206887602,0.9548148557312044,0.4738472753781759,3.147106838382005,0.858789625360232,-0.683433570256971,1.9660791240497946,-0.7545748666586461,-2.3640198041825546,4.840102204361566,6.698076763779394,1,1.2700000000000102,3.469999999999999,0.4899999999999949,1.7099999999999937,1,0,0.3659942352565038,0.1412103742328217,0.49279538762883013,0,0,0,0.03147106838382005,False,0,0.4876855760309638,109.1,19,1.0520587701795854,112.3,27,1.8501723199709705,,,,
23213,178.0,178.91,177.36,177.68,79.39221,NSE:GAIL-EQ,2025-07-31,184.3636895759856,185.82147312059854,181.2852139146954,0.9921549241853936,1.0250227754815002,1.0376164429085186,1.0458209878466824,1.0202904880385828,41.35523613963042,3.33785714285714,0.018785778606805154,0.6626894818886774,-1.6004873456277269,0.8723547951373158,0.20645161290322367,-1.4232707537243139,-2.420807521637882,-4.518056394318493,-5.7692770719489275,-0.2293579269538245,1.1744043334168193,0,0.3199999999999932,1.549999999999983,0.9099999999999966,0.3199999999999932,0,1,0.2064516115712778,0.5870967704058315,0.2064516115712778,0,0,0,0.008723547951373159,True,1,0.044427392896359795,168.49,7,5.1722197208464635,180.94,13,1.8347591175146278,,,,
23337,758.05,782.9,743.8,766.2,7.27658,NSE:GALLANTT-EQ,2025-07-31,630.8252674514002,558.5475801624858,432.82111163088956,1.1294029190277546,1.2904813678285083,0.8233167155460718,0.7289840513736436,0.56489312402883,85.88212257685528,33.199999999999996,0.04333072304881231,1.8206083139323228,0.0,5.103106238580009,0.5728900255754495,-1.0636909423127239,8.576125155878032,0.30401463480345625,-4.204918956136164,18.335281134326014,25.292770875301322,1,8.150000000000091,39.10000000000002,16.699999999999932,14.25,1,0,0.20843989764490248,0.42710997431531517,0.36445012778402786,0,0,0,0.05103106238580008,False,1,1.0,494.4,1,35.47376664056383,804.5100000000001,1,5.000000000000007,,,,
23461,187.1,194.84,185.1,185.86,19.112,NSE:GARUDA-EQ,2025-07-31,163.3402218119395,141.74077095093512,125.14335762175187,1.1523869999866252,1.1326272016717758,0.8788347240500349,0.7626211715857909,0.6733205510693633,74.76501055054672,13.563571428571423,0.07297735622819015,0.5024123204539721,-4.077208918249369,5.24050360486388,0.07802874743326679,-3.4372419488026407,0.28669786649305035,-7.314895672158494,-11.46103957042708,9.24658571601383,15.628839182096533,0,1.2399999999999807,9.740000000000009,7.740000000000009,0.7600000000000193,0,1,0.1273100614709321,0.7946611901492187,0.07802874735315514,0,0,1,0.0524050360486388,True,1,0.781322614226023,135.87,1,26.89658883030238,195.15300000000002,1,5.000000000000003,,,,
23585,349.05,360.4,347.65,356.35,7.65007,NSE:GENUSPOWER-EQ,2025-07-31,363.77267274755627,358.71199198640534,331.78439879228813,1.0141079218821956,1.081159913763682,1.0208297256841763,1.0066282923709986,0.9310632770935544,46.565774155995356,11.771428571428569,0.03303333400148328,0.5769706410308412,0.11237533361428124,3.577943033534446,0.6823529411764742,-1.9384745048461798,-0.23051366283410205,-2.681663852699156,-4.136698082473911,2.3473007090163054,4.0075271075789365,0,7.300000000000011,12.75,4.0499999999999545,1.400000000000034,1,0,0.572549019158786,0.31764705857439085,0.10980392148250939,0,0,0,0.03577943033534446,False,0,0.26029806046564163,353.3,12,0.8559000982180471,379.55,14,6.510453206117578,,,,
23709,299.1,311.95,291.6,308.85,3.36061,NSE:GEPIL-EQ,2025-07-31,301.51012560049753,295.406431649299,280.5370123536639,1.0206620211927029,1.053003413599093,0.9762348246737818,0.9564721762969046,0.908327707151251,38.01352054082165,11.649999999999997,0.03772057633155252,0.4867593197417527,2.881412391738852,6.588959041605946,0.8476658476658491,-0.36642238507660424,4.872665534804761,0.5366184735426138,-1.9674748491105236,9.599589777802237,12.738933716369507,1,9.75,20.349999999999966,3.099999999999966,7.5,1,0,0.4791154788800423,0.15233415225929384,0.3685503683692633,0,0,0,0.06588959041605946,False,1,0.5430483333283428,305.2,12,1.1818034644649615,327.6,10,6.070908207867896,,,,
23833,939.0,948.0,924.75,939.9,1.2309,NSE:GESHIP-EQ,2025-07-31,973.8628760127835,970.1018086744106,956.3602679635812,1.003876982090686,1.0143685817689705,1.0361345632650107,1.0321330021006603,1.0175127864278979,28.345802161263464,20.999999999999993,0.02234280242578997,0.16715750142271962,-0.749736008447732,2.4736674114267476,0.6516129032258055,-0.8447729672650475,-0.7982718768360368,-3.074598047639082,-4.429438119188152,1.587546347494117,3.119721751927174,0,0.8999999999999773,23.25,8.100000000000023,14.25,1,0,0.038709677402704534,0.3483870966243506,0.6129032255428373,1,0,0,0.024736674114267478,False,0,0.07544547056533728,935.7,20,0.4468560485157923,940.0,24,0.010639429726569075,,,,
23957,381.0,394.65,376.9,392.15,21.41966,NSE:GICRE-EQ,2025-07-31,381.41416890967116,388.2010558732958,401.08912707463696,0.9825170826793429,0.9678673134439196,0.9726231516248149,0.9899300162521887,1.022795172955851,62.15827338129495,9.478571428571431,0.024170780131509452,2.377435431014242,2.6705066108129305,4.5263292107611885,0.8591549295774648,-0.24872365492865262,3.1539351851851722,0.4537903598686778,-1.1448442933614764,6.003246459237462,7.843582117463274,1,11.149999999999977,17.75,2.5,4.100000000000023,1,0,0.6281690137306077,0.14084507034318586,0.23098591536282612,0,0,0,0.04526329210761189,False,0,0.9717712151359963,388.45,12,0.943516511538949,398.2,19,1.5427769985974784,,,,
24081,196.7,201.95,193.61,200.85,1.69145,NSE:GIPCL-EQ,2025-07-31,205.73994887911388,203.55141300256847,194.9360826052221,1.0107517596869633,1.0441956680477356,1.0243462727364396,1.0134499029254094,0.9705555519304063,30.26832460732983,5.480000000000002,0.02728404281802341,0.316218528549348,1.0413522487171714,4.152352501867053,0.8681055155875302,-1.0463829359090515,0.8384375941359654,-1.2616388119776694,-2.5159097821025345,3.029788817915669,4.431851730376247,1,4.150000000000006,8.339999999999975,1.0999999999999943,3.089999999999975,1,0,0.49760191786858493,0.13189448425432287,0.37050359667805133,0,0,0,0.04152352501867053,False,0,0.20817764692025537,198.89,11,0.9758526263380671,205.5,11,2.315160567587755,,,,
24205,2000.0,2100.0,1987.1,2064.8,6.93215,NSE:GLAND-EQ,2025-07-31,1971.742668928891,1834.395190507378,1634.4880699778741,1.074873440102906,1.122305646765724,0.9549315521740075,0.8884130136126394,0.7915963144023024,73.02013422818789,73.33571428571429,0.035517103005479604,2.165695082478956,0.19896151793081787,5.467841921735765,0.6882196634189567,-2.945601009365741,0.26935329310299966,-2.3376498229593943,-3.881583302332994,3.0193565760639403,4.794993525089131,0,64.80000000000018,112.90000000000009,35.19999999999982,12.900000000000091,1,0,0.5739592559279055,0.3117803365534277,0.1142604074300928,0,0,0,0.05467841921735765,False,1,0.8017278911319542,1816.9,4,12.006005424254168,2131.0,3,3.2061216582719787,,,,
24329,2121.0,2177.7,2114.7,2134.1,9.94348,NSE:GLENMARK-EQ,2025-07-31,2071.3506391362835,1872.4092252237526,1593.9123068849126,1.1062488964658659,1.1747253704836027,0.9705968038687426,0.8773765171377876,0.7468779845765956,39.366515837104025,53.07142857142863,0.02486829509930586,0.6324005514027472,-0.9054606240713226,2.952064101963357,0.3079365079365094,-1.5137444279346168,-0.5773758129538455,-1.67972064957757,-2.348617707414063,0.5499677884535209,1.2593081602447618,0,13.099999999999909,63.0,43.59999999999991,6.300000000000182,1,0,0.20793650790350068,0.6920634919536393,0.09999999998412987,0,0,1,0.02952064101963357,False,0,0.566364731666607,1582.95,5,25.825875076144506,2284.8,3,7.061524764537758,,,,
24453,397.45,407.5,391.3,393.8,16.89462,NSE:GMDCLTD-EQ,2025-07-31,411.3219840045442,392.09575353414874,343.2470382449775,1.049034528675968,1.1423135813172192,1.0444946267256074,0.9956723045559897,0.8716278269298565,54.714560615779334,21.492857142857144,0.054578103460785024,0.4158691395526402,-2.2464937321583744,4.113763331640423,0.1543209876543211,-1.34044929874644,-6.00085931159593,-11.176231499371365,-14.098154964485325,-0.18508088861132171,3.7818441332687565,0,3.6499999999999773,16.19999999999999,10.050000000000011,2.5,0,1,0.22530864183622798,0.6203703699874268,0.1543209875590612,0,0,0,0.041137633316404236,True,1,0.37327162250499984,380.8,9,3.3011681056373794,422.2,13,7.211782630777039,,,,
24577,113.1,113.1,108.0,109.03,25.11269,NSE:GMRP&UI-EQ,2025-07-31,114.26228950156195,114.06090618685579,111.32138131590743,1.0017655770187925,1.024609152694343,1.0479894478727134,1.0461424028877904,1.021016062697491,39.2873252142535,3.8885714285714275,0.03566515113795678,1.2914155305647166,-4.376425188563406,4.677611666513799,0.20196078431372594,-0.8068759866690071,-2.9878634729686353,-5.71193842694685,-7.319726965938737,-0.10170330123417415,1.7687963784010923,0,4.069999999999993,5.099999999999994,0.0,1.0300000000000011,0,1,0.7980392141214913,0.0,0.2019607839177244,0,0,0,0.046776116665137986,True,1,0.0,101.31,16,7.080620012840501,112.12,14,2.834082362652484,,,,
24701,540.65,545.3,536.75,540.8,2.24883,NSE:GNFC-EQ,2025-07-31,544.4410452553208,539.3510163966081,535.2811546196621,1.0094373213435641,1.0076032226089444,1.0067327020253714,0.9973206664138464,0.9897950344298486,51.130319148936124,11.489285714285732,0.021244980980557937,0.3282397493734365,-0.9886488465763623,1.5809911242603467,0.473684210526313,-1.0161113145368121,0.003081949024560331,-1.8685144547968504,-2.9901794298998903,1.947457848647226,3.186939830514947,1,0.14999999999997726,8.549999999999955,4.5,3.8999999999999773,1,0,0.017543859628601104,0.5263157888581129,0.4561403503436952,1,0,0,0.015809911242603468,False,0,0.305754485206948,533.2,28,1.4053254437869656,560.0,38,3.550295857988174,,,,
24825,367.15,372.55,362.15,370.05,9.07131,NSE:GODIGIT-EQ,2025-07-31,353.82202892988977,342.7372646427465,316.99281079763716,1.0323418706708112,1.0812146300111019,0.9561465448720167,0.926191770416826,0.85662156680891,70.95808383233535,11.896428571428563,0.03214816530584668,0.7012846436961057,-0.2829426030719513,2.810431022834761,0.7596153846153854,-1.0644031258421034,3.5326923256269405,-0.574342923269256,-2.9527318655183503,7.993650831326882,10.947000583342465,1,2.900000000000034,10.400000000000034,2.5,5.0,1,0,0.2788461535780349,0.24038461515347553,0.48076923030695107,0,0,0,0.028104310228347612,False,0,0.941435392304588,364.65,1,1.459262261856515,376.0,3,1.6078908255641098,,,,
24949,825.0,858.9,807.6,847.2,4.68498,NSE:GODREJAGRO-EQ,2025-07-31,814.5873540933874,791.0451405626056,757.8309707059726,1.0297608977333936,1.043827939396158,0.9615053754643382,0.9337171158670982,0.8945124772261244,76.97580645161294,27.625000000000007,0.03260741265344665,1.4199242069409101,0.995410383262803,6.055240793201127,0.7719298245614047,-1.65106991714848,0.8395359540397785,-2.029201280497148,-3.7213501315383914,3.881343113504033,5.854024068879431,0,22.200000000000045,51.299999999999955,11.699999999999932,17.399999999999977,1,0,0.43274853792734075,0.22807017539413724,0.33918128648359025,0,0,0,0.060552407932011276,False,1,0.838600886422429,827.0,4,2.384324834749769,889.5600000000001,1,5.000000000000002,,,,
25073,1207.3,1265.5,1205.1,1259.0,16.00452,NSE:GODREJCP-EQ,2025-07-31,1234.1888057601186,1226.818142567789,1177.5809813821584,1.0060079509232742,1.041812123296896,0.9802929354726915,0.974438556447807,0.9353304061812219,42.07317073170734,23.371428571428574,0.01856348575967321,1.3226324025319605,3.4851224724642527,4.797458300238292,0.8923841059602651,-0.7644254479697481,2.3200121364483706,0.3479952638509543,-0.8327788598274236,4.371089987333442,5.6798572401390715,1,51.700000000000045,60.40000000000009,6.5,2.2000000000000455,1,0,0.8559602647589464,0.10761589402191774,0.03642384105357291,0,0,0,0.047974583002382915,False,0,0.5793926706919751,1202.2,22,4.51151707704527,1286.0,33,2.144559173947578,,,,
25197,1137.0,1152.0,1114.2,1147.4,0.82748,NSE:GODREJIND-EQ,2025-07-31,1149.5610139279831,1167.8476989521928,1073.7464055022715,0.9843415498094343,1.0876382849504425,1.0018834006693247,1.017820898511585,0.935808266953348,66.58130601792575,32.39285714285716,0.028231529669563497,0.21997550251062578,0.8082937972236905,3.294404741153909,0.8783068783068806,-0.10542962572483268,1.9464057243046295,-0.13474353527530852,-1.378545825483501,4.116141613439074,5.503376340982833,1,10.400000000000091,37.799999999999955,4.599999999999909,22.799999999999955,1,0,0.27513227505949156,0.12169312166092548,0.6031746030150327,0,0,0,0.03294404741153909,False,0,0.6371632189569953,1090.6,23,4.950322468188964,1184.0,27,3.189820463656955,,,,
25321,2115.0,2121.1,2090.6,2102.9,6.30537,NSE:GODREJPROP-EQ,2025-07-31,2251.667894913496,2268.8961713923395,2247.077848043635,0.9924067585392103,1.009709642844684,1.070744160403964,1.0789367879558416,1.0685614380349209,41.04296604296602,61.01428571428577,0.029014354327017818,0.7003168045089893,-1.2444820137127828,1.450378049360407,0.40327868852459614,-0.6762468300929881,-3.638363194794467,-7.185032236970036,-9.248598767120471,0.19012731087871354,2.7112266706704804,0,12.099999999999909,30.5,6.099999999999909,12.300000000000182,0,1,0.3967213113453343,0.19999999993442324,0.4032786883923736,0,0,0,0.01450378049360407,False,0,0.02766405948362702,1948.0,18,7.3660183556041705,2114.9,14,0.5706405440106519,,,,
25445,303.0,315.9,298.45,311.45,1.93547,NSE:GOKULAGRO-EQ,2025-07-31,310.38091319113664,296.33954923611094,285.6570636732962,1.0473826864865685,1.0373961890717753,0.9965673886374592,0.9514835422575404,0.9171843431475235,51.12721417069241,12.739285714285712,0.04090314886590372,0.4217303050964811,0.956239870340353,5.60282549365869,0.744985673352436,-1.7828200972447326,1.2088519156403243,-1.6124252971529018,-3.278139710526964,4.196706788560118,6.1324049885808325,0,8.449999999999989,17.44999999999999,4.449999999999989,4.550000000000011,1,0,0.4842406874015809,0.25501432650142397,0.26074498552392916,0,0,0,0.0560282549365869,False,1,0.4083406165298962,295.8,11,5.024883608925984,320.25,12,2.825493658693213,,,,
25569,310.0,346.8,307.0,342.45,11.36063,NSE:GOLDIAM-EQ,2025-07-31,345.621849652372,353.18644320658416,403.37312628602456,0.9785818688692207,0.8755824822998894,1.0092622270473706,1.031351856348618,1.1779037123259588,51.83645183645182,12.649999999999997,0.03693969922616439,2.6145386338568857,1.7379679144384923,11.62213461819244,0.8907035175879392,-7.902554961378497,2.963579145703467,-2.0055688040902053,-4.842761079888076,8.463602799075705,12.165187161974568,0,32.44999999999999,39.80000000000001,4.350000000000023,3.0,1,0,0.8153266329609726,0.10929648238459941,0.07537688440317161,0,0,0,0.11622134618192441,False,1,0.3996989723845463,339.1,24,0.9782449992699566,345.05,18,0.7592349248065478,,,,
25693,191.65,198.2,191.65,194.19,12.7082,NSE:GPIL-EQ,2025-07-31,190.19941648273485,188.66814018743082,184.9854813778505,1.008116242062824,1.0199078261826295,0.9794501080526024,0.9715646541399188,0.9526004499606082,61.10943623756407,4.93214285714286,0.02539854192874432,0.973246899218163,-0.603982187643961,3.372985220660169,0.38778625954198453,-1.9040794390131537,0.7219991908629736,-1.2885807677886996,-2.4910941966459212,2.816186113021882,4.1540624106975,1,2.539999999999992,6.549999999999983,4.009999999999991,0.0,1,0,0.38778625894994445,0.612213739523338,0.0,0,0,0,0.03372985220660169,False,0,0.7814872537765355,191.94,20,1.1586590452649468,197.61,21,1.7611617488027271,,,,
25817,157.9,160.2,157.0,158.23,5.476,NSE:GPPL-EQ,2025-07-31,159.63181878664926,156.6503051166636,150.40520980009552,1.019032926030787,1.041521801836974,1.0088593742441336,0.990016464113402,0.9505479984838243,49.92862241256242,4.423571428571427,0.027956591218930845,0.22335258279648834,-0.3087197580645219,2.022372495734051,0.3843749999999982,-0.5166330645161248,-1.051415993029467,-3.8980905543214885,-5.576344536043256,1.9690516227319048,3.929024636098436,0,0.3299999999999841,3.1999999999999886,1.9699999999999989,0.9000000000000057,1,0,0.10312499967772977,0.6156249980761738,0.28124999912109655,0,0,0,0.02022372495734051,False,0,0.39848239058018053,154.81,19,2.1614106048157664,158.43,18,0.1263982809833894,,,,
25941,170.99,179.6,166.06,176.54,4.92267,NSE:GPTHEALTH-EQ,2025-07-31,165.1134890609374,159.683912339659,158.29633245075996,1.0340020271405257,1.0087657109133004,0.9352752297549417,0.9045197254993713,0.896659864340999,50.80153533529011,6.819999999999998,0.03863147162116233,1.1312633862501955,2.1820917983446093,7.6696499376911715,0.7740029542097486,-1.030271459165365,5.1496777728805,-0.05546938433059914,-3.021324651579365,10.926784677752462,14.824272813210278,1,5.549999999999983,13.539999999999992,3.0600000000000023,4.930000000000007,1,0,0.40989660235605757,0.22599704562334072,0.36410635128204916,0,0,0,0.07669649937691171,False,1,0.8566815912054702,172.05,4,2.543332955704079,176.75,5,0.11895321173672141,,,,
