,open,high,low,close,volume,symbol,date,ema20,ema50,ema200,ema20_ema50,ema50_ema200,ema20_price,ema50_price,ema200_price,rsi,atr,atr_pct,vol_by_avg_vol,price_change_pct,high_low_pct,close_position_in_range,gap_pct,fib_pivot_distance_pct,fib_r1_distance_pct,fib_r2_distance_pct,fib_s1_distance_pct,fib_s2_distance_pct,macd_ls_signal,body,range,upper_shadow,lower_shadow,is_bullish,is_bearish,body_to_range,upper_shadow_to_range,lower_shadow_to_range,is_doji,is_hammer,is_shooting_star,range_pct,close_below_1/2,strong_rejection,bb_position,nearest_support,support_strength,support_distance_pct,nearest_resistance,resistance_strength,resistance_distance_pct,target_hit,max_return,min_return,risk_reward_ratio
1352,288.15,288.9,278.0,278.91,12.13198,NSE:ACMESOLAR-EQ,2025-07-30,276.00164027886655,260.74447464243514,231.6518091982563,1.0585138598137271,1.1255879051619244,0.9895724078694437,0.9348695803034496,0.830561145883103,45.863291139240516,13.591428571428565,0.04873051726875539,0.6330556027762195,-2.700156985871255,3.9080707038112568,0.08348623853211257,0.5232862375719519,-2.059176750686501,-6.468022466185817,-8.998816668130544,2.785872678629843,6.026257075069687,0,9.239999999999952,10.899999999999977,0.75,0.910000000000025,0,1,0.8477064212406337,0.06880733938641542,0.08348623845551967,0,0,0,0.03908070703811257,True,1,0.540415806891353,268.79,1,3.628410598400919,303.69,3,8.884586425728719,,,,
1475,1170.0,1230.0,1125.0,1220.3,9.8055,NSE:ACUTAAS-EQ,2025-07-30,1166.584606035236,1152.093363506523,1162.835001377283,1.0125781841886559,0.9907625433891847,0.9559818126978907,0.9441066651696494,0.9529091218366657,66.62804171494781,42.67142857142858,0.034967982112127004,2.9343659061365615,4.55830691457459,8.60444153077112,0.9076190476190472,0.24847913632080293,3.7258457528191693,0.30605003657805024,-1.6962624225645737,7.387058640626313,9.781001760262454,1,50.299999999999955,105.0,9.700000000000045,45.0,1,0,0.47904761900199505,0.09238095237215463,0.42857142853061225,0,0,0,0.08604441530771122,False,1,0.8802868393652317,1212.9,9,0.6064082602638584,1234.0,17,1.1226747521101406,,,,
1598,834.0,834.0,821.65,823.9,4.38934,NSE:ADANIENSOL-EQ,2025-07-30,854.3598665807336,861.6586349321373,819.1991884261507,0.9915293968452153,1.0518304303835553,1.0369703441931468,1.0458291478724813,0.9942944391627027,18.51851851851852,19.49285714285714,0.023659251296100425,0.17188897150546753,-0.36882520103997435,1.4989683213982308,0.18218623481781343,0.8525303827317195,-0.9318824024529551,-3.91750456534712,-5.673737835272385,2.245237914703474,4.311962020773001,0,10.100000000000023,12.350000000000023,0.0,2.25,0,1,0.8178137645199891,0.0,0.1821862346702942,0,0,0,0.014989683213982308,True,1,0.08095795721882047,806.1,13,2.1604563660638374,851.55,12,3.3559898045879324,,,,
1721,2547.9,2552.6,2525.0,2532.9,2.62063,NSE:ADANIENT-EQ,2025-07-30,2571.9758561869435,2539.7801329080694,2406.92121586192,1.0126765789139431,1.055198697892807,1.0154273189572993,1.0027163065687825,0.9502630249366022,42.372343799555985,44.7357142857143,0.017661855693361088,0.3303189355033885,-0.5887201224537855,1.08966007343361,0.2862318840579752,0.0,-1.110356297875333,-2.8020590352871286,-3.818572413804095,0.6412767269163393,1.7547910802880484,0,15.0,27.59999999999991,4.699999999999818,7.900000000000091,0,1,0.5434782606726546,0.17028985501075852,0.286231883954268,0,0,0,0.0108966007343361,False,0,0.04962085814097288,2441.1,15,3.6243041572900694,2543.5,22,0.41849263689841326,,,,
1844,1020.0,1024.5,1007.0,1009.7,13.65437,NSE:ADANIGREEN-EQ,2025-07-30,1011.9535813709961,998.9352841688085,976.430023096703,1.013032172762843,1.0230485140150967,1.0022319316341448,0.9893386987905403,0.9670496415734406,53.04157549234138,27.078571428571397,0.026818432632040604,0.5975391402037754,-0.580937376920045,1.7331880756660394,0.15428571428571689,0.4332414336352872,0.4589985606548036,-1.930204972379154,-3.35028726256272,2.967521872822545,4.5808779159200235,0,10.299999999999955,17.5,4.5,2.7000000000000455,0,1,0.5885714282350994,0.2571428569959184,0.1542857141975536,0,0,0,0.017331880756660395,True,1,0.4570771069184974,1003.5,26,0.6140437753788298,1038.35,27,2.8374764781618165,,,,
1967,1398.8,1403.1,1391.5,1394.0,6.27316,NSE:ADANIPORTS-EQ,2025-07-30,1417.5288652576983,1398.807452243294,1260.0873608119978,1.0133838384864053,1.1100876778431499,1.0168786694818495,1.0034486744930373,0.9039364137819209,34.04808317089024,23.921428571428578,0.017160278745644603,0.3340113560751586,-0.1361129020703554,0.8321377331420308,0.21551724137931202,0.20775127158104903,-0.29230424437208097,-1.7023452052862753,-2.5537125474328364,1.1587784025282375,2.0765574180635316,0,4.7999999999999545,11.599999999999909,4.2999999999999545,2.5,0,1,0.413793103091557,0.3706896548528527,0.21551724119352128,0,0,0,0.008321377331420307,True,1,0.12754475987103966,1373.5,17,1.4705882352941175,1424.9,22,2.2166427546628475,,,,
2090,594.0,602.3,587.1,589.7,29.11869,NSE:ADANIPOWER-EQ,2025-07-30,587.4328669207974,575.3707294663296,541.0784634212009,1.0209641138082497,1.0633776214789648,0.9961554467030649,0.9757007452371199,0.9175486915740222,39.4495412844037,13.942857142857138,0.023643983623634283,0.5899253374975508,-0.4809720698675064,2.577581821265038,0.17105263157894962,0.2447050881782205,1.3793459138238473,-1.2977193530004307,-2.8820923493530306,4.205677775145481,6.031922375354807,1,4.2999999999999545,15.199999999999932,8.299999999999955,2.6000000000000227,0,1,0.2828947366559886,0.5460526312197016,0.171052631466415,0,0,0,0.025775818212650382,True,1,0.39982443585829713,573.0,9,2.831948448363582,610.6,15,3.5441750042394395,,,,
2213,348.6,359.9,346.5,348.6,10.74187,NSE:ADVENZYMES-EQ,2025-07-30,333.63057000562117,323.9723417288136,315.46529905900775,1.0298118914264975,1.0269666511504791,0.9570584337510647,0.9293526727734182,0.9049492227739752,61.10335195530729,11.303571428571413,0.03242562085074989,2.951572738546402,0.057405281285891355,3.8439472174411864,0.1567164179104497,0.057405281285891355,2.3197565772094526,-1.7242147287379674,-4.066645886304741,6.7108230569661265,9.617103202961863,1,0.0,13.399999999999977,11.299999999999955,2.1000000000000227,0,0,0.0,0.8432835814602341,0.15671641779349715,1,0,0,0.03843947217441186,True,1,1.0,345.15,3,0.9896729776247979,350.9,7,0.6597819850831769,,,,
2336,726.05,737.5,720.0,722.75,1.2721,NSE:AEGISLOG-EQ,2025-07-30,747.6220815514324,765.7885231604116,755.0810471671741,0.976277469484648,1.0141805651637112,1.03441311871523,1.0595482852444298,1.0447333755339663,37.25790010193679,16.15357142857143,0.022350150714038643,0.21441840293433467,-0.31721950210329697,2.4213075060532687,0.15714285714285714,0.1379215226536101,-1.8633849607589354,-3.640198433862695,-4.7061179749027096,-0.019813898751393545,1.154167535374089,0,3.2999999999999545,17.5,11.450000000000045,2.75,0,1,0.18857142846367086,0.6542857139118393,0.15714285705306122,0,0,0,0.024213075060532687,True,1,0.0,704.1,2,2.5804219993081947,723.3,3,0.07609823590452501,,,,
2459,189.6,195.79,188.16,193.05,26.28969,NSE:AEROFLEX-EQ,2025-07-30,202.722389187494,194.7895445402502,203.01791025962248,1.0407252076386708,0.9594697546199263,1.050103026094245,1.0090108497293457,1.0516338267786711,46.14343707713127,10.93214285714286,0.05662855662855664,0.4798139209665647,3.2463365065782552,3.95234395234395,0.6408912188728726,1.4012193817520617,-4.104077253218883,-9.381334329223314,-12.36091125040755,1.82583936297375,5.870402781356146,0,3.450000000000017,7.6299999999999955,2.7399999999999807,1.4399999999999977,1,0,0.452162515790091,0.3591087806564737,0.18872870224281935,0,0,0,0.0395234395234395,False,0,0.15033870450891196,192.25,7,0.41440041440042025,217.45,10,12.639212639212626,,,,
2582,397.0,405.75,396.85,399.35,8.45889,NSE:AFCONS-EQ,2025-07-30,417.9051736546961,427.3833887837275,446.71027857403595,0.9778226871287509,0.9567350680803615,1.0464634372222263,1.0701975429666395,1.118593410727522,24.784110535405887,10.271428571428572,0.025720367024987034,0.5995203717956322,0.6046101524121512,2.228621509953669,0.2808988764044951,0.012596044841922501,-1.971132603466031,-5.1550436569422065,-7.020742977254692,1.4339692418982661,3.658454283338144,0,2.3500000000000227,8.899999999999977,6.399999999999977,0.14999999999997726,1,0,0.26404494352354824,0.719101122787526,0.016853932565330146,0,0,1,0.02228621509953669,False,0,0.0,398.0,5,0.3380493301615181,407.05,1,1.928133216476772,,,,
2705,1975.1,1999.3,1931.6,1983.3,2.85354,NSE:AFFLE-EQ,2025-07-30,1920.564015145836,1870.5206754758624,1676.0819605817037,1.026753695014487,1.1160078799646984,0.968367879365621,0.9431355193242891,0.8450975447898471,52.84532464276761,65.69285714285718,0.03312300566876276,0.8730611643973004,-0.10577213659716614,3.413502747945346,0.7636632200886264,-0.5187871461670284,4.54708387804158,-0.50188029522842,-3.384490075877733,10.135852543570097,13.897401028194952,1,8.200000000000045,67.70000000000005,16.0,43.5,1,0,0.12112259968668855,0.23633677987646415,0.6425406202891369,0,0,0,0.03413502747945346,False,0,0.6653269476225523,1907.8,17,3.8067866686835075,1985.0,14,0.08571572631473028,,,,
2825,443.0,494.5,443.0,455.15,11.41848,NSE:AGARWALEYE-EQ,2025-07-30,436.49771119116116,416.6415947319297,404.4763257241894,1.047657547182746,1.0300765909746612,0.9590194687271475,0.915394034344567,0.8886659908254189,63.184438040345796,15.078571428571431,0.03312879584438412,2.541593641768955,2.223469960696233,11.314951115017028,0.23592233009708694,-0.5053340819764177,-1.214694987845821,-5.8289951934131645,-8.470333448316595,3.875097621823592,7.290303225835847,0,12.149999999999977,51.5,39.35000000000002,0.0,1,0,0.23592233005127677,0.7640776697545485,0.0,0,0,1,0.11314951115017027,True,1,0.843719049506789,413.35,8,9.183785565198278,463.05,9,1.7356915302647553,,,,
2948,972.3,983.0,951.0,954.75,1.18819,NSE:AGI-EQ,2025-07-30,892.2464469003273,852.2969057814996,805.030400498772,1.0468727984905644,1.0587139383226307,0.9345341156327074,0.8926911817559566,0.8431844990822435,70.30549327354258,44.08928571428571,0.04617888003591067,0.31611037830871813,-1.769638355882509,3.351662738936895,0.1171875,0.03601008282318113,-0.09975201509534433,-2.327009343222499,-3.654055139178644,2.2314528659017734,3.726840088068851,0,17.549999999999955,32.0,10.700000000000045,3.75,0,1,0.5484374998286119,0.33437499989550923,0.1171874999633789,0,0,0,0.03351662738936895,True,1,0.7927051084749279,831.65,10,12.893427598847868,1002.4875000000001,1,5.000000000000007,,,,
3071,2840.1,2890.0,2820.1,2838.6,2.1903,NSE:AIIL-EQ,2025-07-30,2738.5151537496263,2549.8612450101878,2059.6237864197165,1.0739859508467822,1.238022818450092,0.9647414759915545,0.8982812812690015,0.7255773220671163,59.9854138811231,154.30714285714288,0.054360298336201957,0.7098597224109161,0.460079275198188,2.462481504967241,0.2646638054363373,0.5131653454133636,7.299998487987053,-1.5820513620619752,-6.370290230330541,17.944264624615137,25.64457801994484,0,1.5,69.90000000000009,49.90000000000009,18.5,0,1,0.021459227464741142,0.7138769669937234,0.2646638053984741,1,0,0,0.024624815049672406,False,0,0.7545040587371074,2742.7,3,3.3784259846403186,2896.0,5,2.0221235820474917,,,,
3194,113.38,114.75,113.33,114.24,2.12418,NSE:ALEMBICLTD-EQ,2025-07-30,116.50753901421855,114.57459560080994,111.80421704878695,1.0168706108301981,1.0247788377321592,1.019848905936787,1.0029288830603111,0.9786783705250959,37.45800671892494,2.834285714285712,0.024809923969587814,0.30894604889014715,0.7585112012700648,1.2429971988795534,0.640845070422532,0.0,-0.5974824525784566,-3.5282993225925594,-5.254137971339381,2.5169907434384236,4.540572369394751,0,0.8599999999999994,1.4200000000000017,0.5100000000000051,0.04999999999999716,1,0,0.6056337985518736,0.35915492704820795,0.03521126735766509,0,0,0,0.012429971988795533,False,0,0.13180572109681396,110.56,25,3.221288515406156,119.35,17,4.473039215686274,,,,
